Label, PI value, Time [s], OMP Threads, Iteration No.
Simple Parallel execution, 3.141593, 0.142539, 85, 0
Simple Parallel execution, 3.141593, 0.147096, 86, 0
Simple Parallel execution, 3.141593, 0.149795, 87, 0
Simple Parallel execution, 30122288035906834727892506786157505060322018081077173136498952368386079953294295145761820783085617989760467003855970945276939969779670044151835126710548474624711094160509756476549356522839744065660694222799743101126319335786590904748975931260928.000000, 0.138850, 88, 0
Simple Parallel execution, 18865103645107567966026530291477377553683012026667722942349811751042715827276765719099001359861253122470408700152766475981399412864700946394388096746358402052864874056253440.000000, 0.136951, 89, 0
Simple Parallel execution, 3.141593, 0.134792, 90, 0
Simple Parallel execution, 3.141593, 0.134117, 91, 0
Simple Parallel execution, 3.141593, 0.135509, 92, 0
Simple Parallel execution, 3.141593, 0.132178, 93, 0
Simple Parallel execution, 3.141593, 0.131651, 94, 0
Simple Parallel execution, 3.141593, 0.127065, 95, 0
Simple Parallel execution, 3.141593, 0.125638, 96, 0
Simple Parallel execution, 3.141593, 0.128319, 97, 0
Simple Parallel execution, 3.141593, 0.136072, 98, 0
Simple Parallel execution, 3.141593, 0.123876, 99, 0
Simple Parallel execution, -nan, 0.122504, 100, 0
Simple Parallel execution, 3.141593, 0.122493, 101, 0
Simple Parallel execution, 3.141593, 0.126434, 102, 0
Simple Parallel execution, 3.141593, 0.121504, 103, 0
Simple Parallel execution, 3.141593, 0.118709, 104, 0
Simple Parallel execution, 3.141593, 0.129695, 105, 0
Simple Parallel execution, 3.141593, 0.124323, 106, 0
Simple Parallel execution, 3.141593, 0.124169, 107, 0
Simple Parallel execution, 3.141593, 0.116377, 108, 0
Simple Parallel execution, 3.141593, 0.114835, 109, 0
Simple Parallel execution, 3.141593, 0.117141, 110, 0
Simple Parallel execution, -nan, 0.115499, 111, 0
Simple Parallel execution, 3.141593, 0.114609, 112, 0
Simple Parallel execution, 3.141593, 0.113837, 113, 0
Simple Parallel execution, 3.141593, 0.116256, 114, 0
Simple Parallel execution, 3.141593, 0.115022, 115, 0
Simple Parallel execution, 3.141593, 0.113199, 116, 0
Simple Parallel execution, 3.141593, 0.116293, 117, 0
Simple Parallel execution, 3.141593, 0.113056, 118, 0
Simple Parallel execution, 3.141593, 0.114616, 119, 0
Simple Parallel execution, 3.141593, 0.107311, 120, 0
Simple Parallel execution, 3.141593, 0.105846, 121, 0
Simple Parallel execution, 3.141593, 0.104362, 122, 0
Simple Parallel execution, 3.141593, 0.109064, 123, 0
Simple Parallel execution, 3.141593, 0.108989, 124, 0
Simple Parallel execution, 3.141593, 0.186131, 125, 0
Simple Parallel execution, 3.141593, 0.280962, 126, 0
Simple Parallel execution, 3.141593, 0.323788, 127, 0
Simple Parallel execution, 3.141593, 0.349665, 128, 0
Padded Parallel Execution, 3.141593, 0.873795, 1, 0
Padded Parallel Execution, 3.141593, 0.437000, 2, 0
Padded Parallel Execution, 3.141593, 0.291125, 3, 0
Padded Parallel Execution, 3.141593, 0.221822, 4, 0
Padded Parallel Execution, 3.141593, 0.178037, 5, 0
Padded Parallel Execution, 3.141593, 0.148451, 6, 0
Padded Parallel Execution, 3.141593, 0.127129, 7, 0
Padded Parallel Execution, 3.141593, 0.111576, 8, 0
Padded Parallel Execution, 3.141593, 0.099184, 9, 0
Padded Parallel Execution, 3.141593, 0.088573, 10, 0
Padded Parallel Execution, 3.141593, 0.080760, 11, 0
Padded Parallel Execution, 3.141593, 0.073951, 12, 0
Padded Parallel Execution, 3.141593, 0.068223, 13, 0
Padded Parallel Execution, 3.141593, 0.063970, 14, 0
Padded Parallel Execution, 3.141593, 0.059229, 15, 0
Padded Parallel Execution, 3.141593, 0.055693, 16, 0
Padded Parallel Execution, 3.141593, 0.052317, 17, 0
Padded Parallel Execution, 3.141593, 0.049406, 18, 0
Padded Parallel Execution, 3.141593, 0.046291, 19, 0
Padded Parallel Execution, 3.141593, 0.044473, 20, 0
Padded Parallel Execution, 3.141593, 0.042396, 21, 0
Padded Parallel Execution, 3.141593, 0.040492, 22, 0
Padded Parallel Execution, 3.141593, 0.039010, 23, 0
Padded Parallel Execution, 3.141593, 0.037327, 24, 0
Padded Parallel Execution, 3.141593, 0.035810, 25, 0
Padded Parallel Execution, 3.141593, 0.034309, 26, 0
Padded Parallel Execution, 3.141593, 0.033360, 27, 0
Padded Parallel Execution, 3.141593, 0.031927, 28, 0
Padded Parallel Execution, 3.141593, 0.030884, 29, 0
Padded Parallel Execution, 3.141593, 0.029709, 30, 0
Padded Parallel Execution, 3.141593, 0.028736, 31, 0
Padded Parallel Execution, 3.141593, 0.027971, 32, 0
Padded Parallel Execution, 3.141593, 0.027692, 33, 0
Padded Parallel Execution, 3.141593, 0.026251, 34, 0
Padded Parallel Execution, 3.141593, 0.026393, 35, 0
Padded Parallel Execution, 3.141593, 0.024891, 36, 0
Padded Parallel Execution, 3.141593, 0.024439, 37, 0
Padded Parallel Execution, 3.141593, 0.024421, 38, 0
Padded Parallel Execution, 3.141593, 0.023603, 39, 0
Padded Parallel Execution, 3.141593, 0.023789, 40, 0
Padded Parallel Execution, 3.141593, 0.022878, 41, 0
Padded Parallel Execution, 3.141593, 0.022121, 42, 0
Padded Parallel Execution, 3.141593, 0.021371, 43, 0
Padded Parallel Execution, 3.141593, 0.020747, 44, 0
Padded Parallel Execution, 3.141593, 0.020359, 45, 0
Padded Parallel Execution, 3.141593, 0.019877, 46, 0
Padded Parallel Execution, 3.141593, 0.020934, 47, 0
Padded Parallel Execution, 3.141593, 0.019011, 48, 0
Padded Parallel Execution, 3.141593, 0.019681, 49, 0
Padded Parallel Execution, 3.141593, 0.019653, 50, 0
Padded Parallel Execution, 3.141593, 0.017925, 51, 0
Padded Parallel Execution, 3.141593, 0.018065, 52, 0
Padded Parallel Execution, 3.141593, 0.018852, 53, 0
Padded Parallel Execution, 3.141593, 0.019035, 54, 0
Padded Parallel Execution, 3.141593, 0.018020, 55, 0
Padded Parallel Execution, 3.141593, 0.017709, 56, 0
Padded Parallel Execution, 3.141593, 0.017462, 57, 0
Padded Parallel Execution, 3.141593, 0.017207, 58, 0
Padded Parallel Execution, 3.141593, 0.016873, 59, 0
Padded Parallel Execution, 3.141593, 0.016700, 60, 0
Padded Parallel Execution, 3.141593, 0.016477, 61, 0
Padded Parallel Execution, 3.141593, 0.016207, 62, 0
Padded Parallel Execution, 3.141593, 0.016044, 63, 0
Padded Parallel Execution, 3.141593, 0.016741, 64, 0
Padded Parallel Execution, 3.141593, 0.015734, 65, 0
Padded Parallel Execution, 3.141593, 0.015525, 66, 0
Padded Parallel Execution, 3.141593, 0.015329, 67, 0
Padded Parallel Execution, 3.141593, 0.015085, 68, 0
Padded Parallel Execution, 3.141593, 0.014910, 69, 0
Padded Parallel Execution, 3.141593, 0.014722, 70, 0
Padded Parallel Execution, 3.141593, 0.014518, 71, 0
Padded Parallel Execution, 3.141593, 0.014353, 72, 0
Padded Parallel Execution, 3.141593, 0.014481, 73, 0
Padded Parallel Execution, 3.141593, 0.014089, 74, 0
Padded Parallel Execution, 3.141593, 0.013941, 75, 0
Padded Parallel Execution, 3.141593, 0.014012, 76, 0
Padded Parallel Execution, 3.141593, 0.013792, 77, 0
Padded Parallel Execution, 3.141593, 0.013720, 78, 0
Padded Parallel Execution, 3.141593, 0.013533, 79, 0
Padded Parallel Execution, 3.141593, 0.013470, 80, 0
Padded Parallel Execution, 3.141593, 0.013484, 81, 0
Padded Parallel Execution, 3.141593, 0.013670, 82, 0
Padded Parallel Execution, 3.141593, 0.013163, 83, 0
Padded Parallel Execution, 3.141593, 0.013109, 84, 0
Padded Parallel Execution, 3.141593, 0.013008, 85, 0
Padded Parallel Execution, 3.141593, 0.012916, 86, 0
Padded Parallel Execution, 3.141593, 0.012730, 87, 0
Padded Parallel Execution, 3.141593, 0.012687, 88, 0
Padded Parallel Execution, 3.141593, 0.012534, 89, 0
Padded Parallel Execution, 3.141593, 0.012358, 90, 0
Padded Parallel Execution, 3.141593, 0.012267, 91, 0
Padded Parallel Execution, 3.141593, 0.012111, 92, 0
Padded Parallel Execution, 3.141593, 0.012567, 93, 0
Padded Parallel Execution, 3.141593, 0.011899, 94, 0
Padded Parallel Execution, 3.141593, 0.011794, 95, 0
Padded Parallel Execution, 3.141593, 0.011681, 96, 0
Padded Parallel Execution, 3.141593, 0.011557, 97, 0
Padded Parallel Execution, 3.141593, 0.011433, 98, 0
Padded Parallel Execution, 3.141593, 0.011316, 99, 0
Padded Parallel Execution, 3.141593, 0.011314, 100, 0
Padded Parallel Execution, 3.141593, 0.011150, 101, 0
Padded Parallel Execution, 3.141593, 0.011105, 102, 0
Padded Parallel Execution, 3.141593, 0.011027, 103, 0
Padded Parallel Execution, 3.141593, 0.010917, 104, 0
Padded Parallel Execution, 3.141593, 0.010843, 105, 0
Padded Parallel Execution, 3.141593, 0.010587, 106, 0
Padded Parallel Execution, 3.141593, 0.010624, 107, 0
Padded Parallel Execution, 3.141593, 0.010562, 108, 0
Padded Parallel Execution, 3.141593, 0.010463, 109, 0
Padded Parallel Execution, 3.141593, 0.010224, 110, 0
Padded Parallel Execution, -nan, 0.010126, 111, 0
Padded Parallel Execution, 3.141593, 0.010152, 112, 0
Padded Parallel Execution, 3.141593, 0.010219, 113, 0
Padded Parallel Execution, 3.141593, 0.009893, 114, 0
Padded Parallel Execution, 3.141593, 0.009966, 115, 0
Padded Parallel Execution, 3.141593, 0.009898, 116, 0
Padded Parallel Execution, 3.141593, 0.010355, 117, 0
Padded Parallel Execution, 3.141593, 0.009582, 118, 0
Padded Parallel Execution, 3.141593, 0.009683, 119, 0
Padded Parallel Execution, 3.141593, 0.009706, 120, 0
Padded Parallel Execution, 3.141593, 0.009348, 121, 0
Padded Parallel Execution, 3.141593, 0.009443, 122, 0
Padded Parallel Execution, 3.141593, 0.009377, 123, 0
Padded Parallel Execution, 3.141593, 0.009299, 124, 0
Padded Parallel Execution, 3.141593, 0.009217, 125, 0
Padded Parallel Execution, 3.141593, 0.008931, 126, 0
Padded Parallel Execution, 3.141593, 0.008926, 127, 0
Padded Parallel Execution, 3.166136, 0.009039, 128, 0
Critical Parallel Execution, 3.141593, 0.868915, 1, 0
Critical Parallel Execution, 3.141593, 0.864944, 2, 0
Critical Parallel Execution, 3.141593, 0.863838, 3, 0
Critical Parallel Execution, 3.141593, 0.862813, 4, 0
Critical Parallel Execution, 3.141593, 0.868018, 5, 0
Critical Parallel Execution, 3.141593, 0.863738, 6, 0
Critical Parallel Execution, 3.141593, 0.864470, 7, 0
Critical Parallel Execution, 3.141593, 0.864835, 8, 0
Critical Parallel Execution, 3.141593, 0.864119, 9, 0
Critical Parallel Execution, 3.141593, 0.863453, 10, 0
Critical Parallel Execution, 3.141593, 0.862350, 11, 0
Critical Parallel Execution, 3.141593, 0.861952, 12, 0
Critical Parallel Execution, 3.141593, 0.862828, 13, 0
Critical Parallel Execution, 3.141593, 0.865086, 14, 0
Critical Parallel Execution, 3.141593, 0.861933, 15, 0
Critical Parallel Execution, 3.141593, 0.863109, 16, 0
Critical Parallel Execution, 3.141593, 0.867012, 17, 0
Critical Parallel Execution, 3.141593, 0.861892, 18, 0
Critical Parallel Execution, 3.141593, 0.861635, 19, 0
Critical Parallel Execution, 3.141593, 0.862501, 20, 0
Critical Parallel Execution, 3.141593, 0.862167, 21, 0
Critical Parallel Execution, 3.141593, 0.862240, 22, 0
Critical Parallel Execution, 3.141593, 0.861884, 23, 0
Critical Parallel Execution, 3.141593, 0.862013, 24, 0
Critical Parallel Execution, 3.141593, 0.862037, 25, 0
Critical Parallel Execution, 3.141593, 0.862636, 26, 0
Critical Parallel Execution, 3.141593, 0.862306, 27, 0
Critical Parallel Execution, 3.141593, 0.864140, 28, 0
Critical Parallel Execution, 3.141593, 0.863364, 29, 0
Critical Parallel Execution, 3.141593, 0.863133, 30, 0
Critical Parallel Execution, 3.141593, 0.862644, 31, 0
Critical Parallel Execution, 3.141593, 0.862644, 32, 0
Critical Parallel Execution, 3.141593, 0.863025, 33, 0
Critical Parallel Execution, 3.141593, 0.863492, 34, 0
Critical Parallel Execution, 3.141593, 0.865364, 35, 0
Critical Parallel Execution, 3.141593, 0.865165, 36, 0
Critical Parallel Execution, 3.141593, 0.863397, 37, 0
Critical Parallel Execution, 3.141593, 0.863280, 38, 0
Critical Parallel Execution, 3.141593, 0.862894, 39, 0
Critical Parallel Execution, 3.141593, 0.862965, 40, 0
Critical Parallel Execution, 3.141593, 0.863464, 41, 0
Critical Parallel Execution, 3.141593, 0.863298, 42, 0
Critical Parallel Execution, 3.141593, 0.863367, 43, 0
Critical Parallel Execution, 3.141593, 0.862937, 44, 0
Critical Parallel Execution, 3.141593, 0.863111, 45, 0
Critical Parallel Execution, 3.141593, 0.863210, 46, 0
Critical Parallel Execution, 3.141593, 0.863038, 47, 0
Critical Parallel Execution, 3.141593, 0.863065, 48, 0
Critical Parallel Execution, 3.141593, 0.863143, 49, 0
Critical Parallel Execution, 3.141593, 0.863205, 50, 0
Critical Parallel Execution, 3.141593, 0.863885, 51, 0
Critical Parallel Execution, 3.141593, 0.863115, 52, 0
Critical Parallel Execution, 3.141593, 0.863964, 53, 0
Critical Parallel Execution, 3.141593, 0.863212, 54, 0
Critical Parallel Execution, 3.141593, 0.863044, 55, 0
Critical Parallel Execution, 3.141593, 0.863452, 56, 0
Critical Parallel Execution, 3.141593, 0.863233, 57, 0
Critical Parallel Execution, 3.141593, 0.863014, 58, 0
Critical Parallel Execution, 3.141593, 0.862920, 59, 0
Critical Parallel Execution, 3.141593, 0.862974, 60, 0
Critical Parallel Execution, 3.141593, 0.863178, 61, 0
Critical Parallel Execution, 3.141593, 0.863111, 62, 0
Critical Parallel Execution, 3.141593, 0.863840, 63, 0
Critical Parallel Execution, 3.141593, 0.863212, 64, 0
Critical Parallel Execution, 3.141593, 0.863486, 65, 0
Critical Parallel Execution, 3.141593, 0.863763, 66, 0
Critical Parallel Execution, 3.141593, 0.863325, 67, 0
Critical Parallel Execution, 3.141593, 0.863315, 68, 0
Critical Parallel Execution, 3.141593, 0.863299, 69, 0
Critical Parallel Execution, 3.141593, 0.864847, 70, 0
Critical Parallel Execution, 3.141593, 0.867966, 71, 0
Critical Parallel Execution, 3.141593, 0.863380, 72, 0
Critical Parallel Execution, 3.141593, 0.863372, 73, 0
Critical Parallel Execution, 3.141593, 0.863554, 74, 0
Critical Parallel Execution, 3.141593, 0.863220, 75, 0
Critical Parallel Execution, 3.141593, 0.865845, 76, 0
Critical Parallel Execution, 3.141593, 0.863598, 77, 0
Critical Parallel Execution, 3.141593, 0.863994, 78, 0
Critical Parallel Execution, 3.141593, 0.868218, 79, 0
Critical Parallel Execution, 3.141593, 0.867219, 80, 0
Critical Parallel Execution, 3.141593, 0.886366, 81, 0
Critical Parallel Execution, 3.141593, 0.887487, 82, 0
Critical Parallel Execution, 3.141593, 0.890341, 83, 0
Critical Parallel Execution, 3.141593, 0.898281, 84, 0
Critical Parallel Execution, 3.141593, 0.900434, 85, 0
Critical Parallel Execution, 3.141593, 0.899723, 86, 0
Critical Parallel Execution, 3.141593, 0.897551, 87, 0
Critical Parallel Execution, 3.141593, 0.899338, 88, 0
Critical Parallel Execution, 3.141593, 0.902576, 89, 0
Critical Parallel Execution, 3.141593, 0.901489, 90, 0
Critical Parallel Execution, 3.141593, 0.904506, 91, 0
Critical Parallel Execution, 3.141593, 0.909277, 92, 0
Critical Parallel Execution, 3.141593, 0.910102, 93, 0
Critical Parallel Execution, 3.141593, 0.913846, 94, 0
Critical Parallel Execution, 3.141593, 0.916540, 95, 0
Critical Parallel Execution, 3.141593, 0.916940, 96, 0
Critical Parallel Execution, 3.141593, 0.935316, 97, 0
Critical Parallel Execution, 3.141593, 0.945393, 98, 0
Critical Parallel Execution, 3.141593, 0.948173, 99, 0
Critical Parallel Execution, 3.141593, 0.948188, 100, 0
Critical Parallel Execution, 3.141593, 0.947642, 101, 0
Critical Parallel Execution, 3.141593, 0.956406, 102, 0
Critical Parallel Execution, 3.141593, 0.969751, 103, 0
Critical Parallel Execution, 3.141593, 0.960815, 104, 0
Critical Parallel Execution, 3.141593, 0.963668, 105, 0
Critical Parallel Execution, 3.141593, 0.968964, 106, 0
Critical Parallel Execution, 3.141593, 0.976524, 107, 0
Critical Parallel Execution, 3.141593, 0.975773, 108, 0
Critical Parallel Execution, 3.141593, 0.973095, 109, 0
Critical Parallel Execution, 3.141593, 0.977671, 110, 0
Critical Parallel Execution, 3.141593, 0.977562, 111, 0
Critical Parallel Execution, 3.141593, 0.987143, 112, 0
Critical Parallel Execution, 3.141593, 0.981289, 113, 0
Critical Parallel Execution, 3.141593, 0.986211, 114, 0
Critical Parallel Execution, 3.141593, 0.985385, 115, 0
Critical Parallel Execution, 3.141593, 0.987866, 116, 0
Critical Parallel Execution, 3.141593, 0.992406, 117, 0
Critical Parallel Execution, 3.141593, 0.990884, 118, 0
Critical Parallel Execution, 3.141593, 0.990977, 119, 0
Critical Parallel Execution, 3.141593, 0.990712, 120, 0
Critical Parallel Execution, 3.141593, 0.992845, 121, 0
Critical Parallel Execution, 3.141593, 0.993381, 122, 0
Critical Parallel Execution, 3.141593, 0.993236, 123, 0
Critical Parallel Execution, 3.141593, 0.993166, 124, 0
Critical Parallel Execution, 3.141593, 0.992600, 125, 0
Critical Parallel Execution, 3.141593, 1.001640, 126, 0
Critical Parallel Execution, 3.141593, 0.994918, 127, 0
Critical Parallel Execution, 3.141593, 0.993928, 128, 0
FOR parallel Execution, 0.000000, 0.871159, 1, 0
FOR parallel Execution, 0.000000, 0.433788, 2, 0
FOR parallel Execution, 0.000000, 0.287933, 3, 0
FOR parallel Execution, 0.000000, 0.216328, 4, 0
FOR parallel Execution, 0.000000, 0.173108, 5, 0
FOR parallel Execution, 0.000000, 0.144402, 6, 0
FOR parallel Execution, 0.000000, 0.124072, 7, 0
FOR parallel Execution, 0.000000, 0.108579, 8, 0
FOR parallel Execution, 0.000000, 0.096536, 9, 0
FOR parallel Execution, 0.000000, 0.087429, 10, 0
FOR parallel Execution, 0.000000, 0.078989, 11, 0
FOR parallel Execution, 0.000000, 0.072532, 12, 0
FOR parallel Execution, 0.000000, 0.066963, 13, 0
FOR parallel Execution, 0.000000, 0.062224, 14, 0
FOR parallel Execution, 0.000000, 0.058126, 15, 0
FOR parallel Execution, 0.000000, 0.054921, 16, 0
FOR parallel Execution, 0.000000, 0.050919, 17, 0
FOR parallel Execution, 0.000000, 0.048657, 18, 0
FOR parallel Execution, 0.000000, 0.046060, 19, 0
FOR parallel Execution, 0.000000, 0.043872, 20, 0
FOR parallel Execution, 0.000000, 0.041818, 21, 0
FOR parallel Execution, 0.000000, 0.039851, 22, 0
FOR parallel Execution, 0.000000, 0.038543, 23, 0
FOR parallel Execution, 0.000000, 0.036278, 24, 0
FOR parallel Execution, 0.000000, 0.035203, 25, 0
FOR parallel Execution, 0.000000, 0.033773, 26, 0
FOR parallel Execution, 0.000000, 0.032642, 27, 0
FOR parallel Execution, 0.000000, 0.031194, 28, 0
FOR parallel Execution, 0.000000, 0.030537, 29, 0
FOR parallel Execution, 0.000000, 0.029441, 30, 0
FOR parallel Execution, 0.000000, 0.028123, 31, 0
FOR parallel Execution, 0.000000, 0.028066, 32, 0
FOR parallel Execution, 0.000000, 0.027227, 33, 0
FOR parallel Execution, 0.000000, 0.026077, 34, 0
FOR parallel Execution, 0.000000, 0.025229, 35, 0
FOR parallel Execution, 0.000000, 0.024604, 36, 0
FOR parallel Execution, 0.000000, 0.024532, 37, 0
FOR parallel Execution, 0.000000, 0.023306, 38, 0
FOR parallel Execution, 0.000000, 0.022561, 39, 0
FOR parallel Execution, 0.000000, 0.022121, 40, 0
FOR parallel Execution, 0.000000, 0.021521, 41, 0
FOR parallel Execution, 0.000000, 0.021301, 42, 0
FOR parallel Execution, 0.000000, 0.020773, 43, 0
FOR parallel Execution, 0.000000, 0.020213, 44, 0
FOR parallel Execution, 0.000000, 0.019761, 45, 0
FOR parallel Execution, 0.000000, 0.019531, 46, 0
FOR parallel Execution, 0.000000, 0.018788, 47, 0
FOR parallel Execution, 0.000000, 0.018121, 48, 0
FOR parallel Execution, 0.000000, 0.018098, 49, 0
FOR parallel Execution, 0.000000, 0.017716, 50, 0
FOR parallel Execution, 0.000000, 0.017678, 51, 0
FOR parallel Execution, 0.000000, 0.016822, 52, 0
FOR parallel Execution, 0.000000, 0.016604, 53, 0
FOR parallel Execution, 0.000000, 0.016497, 54, 0
FOR parallel Execution, 0.000000, 0.016489, 55, 0
FOR parallel Execution, 0.000000, 0.015532, 56, 0
FOR parallel Execution, 0.000000, 0.015895, 57, 0
FOR parallel Execution, 0.000000, 0.015617, 58, 0
FOR parallel Execution, 0.000000, 0.014748, 59, 0
FOR parallel Execution, 0.000000, 0.014496, 60, 0
FOR parallel Execution, 0.000000, 0.015488, 61, 0
FOR parallel Execution, 0.000000, 0.014730, 62, 0
FOR parallel Execution, 0.000000, 0.014492, 63, 0
FOR parallel Execution, 0.000000, 0.013638, 64, 0
FOR parallel Execution, 0.000000, 0.013917, 65, 0
FOR parallel Execution, 0.000000, 0.013929, 66, 0
FOR parallel Execution, 0.000000, 0.013556, 67, 0
FOR parallel Execution, 0.000000, 0.013377, 68, 0
FOR parallel Execution, 0.000000, 0.013211, 69, 0
FOR parallel Execution, 0.000000, 0.013401, 70, 0
FOR parallel Execution, 0.000000, 0.013255, 71, 0
FOR parallel Execution, 0.000000, 0.012570, 72, 0
FOR parallel Execution, 0.000000, 0.012686, 73, 0
FOR parallel Execution, 0.000000, 0.013274, 74, 0
FOR parallel Execution, 0.000000, 0.012057, 75, 0
FOR parallel Execution, 0.000000, 0.011912, 76, 0
FOR parallel Execution, 0.000000, 0.012427, 77, 0
FOR parallel Execution, 0.000000, 0.012185, 78, 0
FOR parallel Execution, 0.000000, 0.012343, 79, 0
FOR parallel Execution, 0.000000, 0.011958, 80, 0
FOR parallel Execution, 0.000000, 0.011779, 81, 0
FOR parallel Execution, 0.000000, 0.011692, 82, 0
FOR parallel Execution, 0.000000, 0.011106, 83, 0
FOR parallel Execution, 0.000000, 0.011389, 84, 0
FOR parallel Execution, 0.000000, 0.011115, 85, 0
FOR parallel Execution, 0.000000, 0.010941, 86, 0
FOR parallel Execution, 0.000000, 0.010738, 87, 0
FOR parallel Execution, 0.000000, 0.010877, 88, 0
FOR parallel Execution, 0.000000, 0.010679, 89, 0
FOR parallel Execution, 0.000000, 0.010491, 90, 0
FOR parallel Execution, 0.000000, 0.010889, 91, 0
FOR parallel Execution, 0.000000, 0.011120, 92, 0
FOR parallel Execution, 0.000000, 0.010476, 93, 0
FOR parallel Execution, 0.000000, 0.010191, 94, 0
FOR parallel Execution, 0.000000, 0.010069, 95, 0
FOR parallel Execution, 0.000000, 0.010524, 96, 0
FOR parallel Execution, 0.000000, 0.010238, 97, 0
FOR parallel Execution, 0.000000, 0.010994, 98, 0
FOR parallel Execution, 0.000000, 0.010382, 99, 0
