Label, PI value, Time [s], OMP Threads, Iteration No.
Simple Parallel execution, 3.141593, 0.094815, 49, 0
Simple Parallel execution, 3.141593, 0.093231, 50, 0
Simple Parallel execution, 3.141593, 0.092689, 51, 0
Simple Parallel execution, 3.141593, 0.091181, 52, 0
Simple Parallel execution, 3.141593, 0.089808, 53, 0
Simple Parallel execution, 3.141593, 0.088430, 54, 0
Simple Parallel execution, 3.141593, 0.085985, 55, 0
Simple Parallel execution, 3.141593, 0.084152, 56, 0
Simple Parallel execution, -nan, 0.083204, 57, 0
Simple Parallel execution, 3.141593, 0.090213, 58, 0
Simple Parallel execution, 3.141593, 0.079629, 59, 0
Simple Parallel execution, 3.141593, 0.078573, 60, 0
Simple Parallel execution, 3.141593, 0.076956, 61, 0
Simple Parallel execution, 3.141593, 0.075790, 62, 0
Simple Parallel execution, 3.141593, 0.074319, 63, 0
Simple Parallel execution, 3.141593, 0.073685, 64, 0
Simple Parallel execution, 3.141593, 0.072810, 65, 0
Simple Parallel execution, 3.141593, 0.071612, 66, 0
Simple Parallel execution, 3.141593, 0.070810, 67, 0
Simple Parallel execution, -nan, 0.069615, 68, 0
Simple Parallel execution, -nan, 0.068032, 69, 0
Simple Parallel execution, 3.141593, 0.067427, 70, 0
Simple Parallel execution, 3.141593, 0.066467, 71, 0
Simple Parallel execution, 3.141593, 0.065513, 72, 0
Simple Parallel execution, 3.141593, 0.064649, 73, 0
Simple Parallel execution, 3.141593, 0.063393, 74, 0
Simple Parallel execution, 3.141593, 0.065283, 75, 0
Simple Parallel execution, -nan, 0.068589, 76, 0
Simple Parallel execution, -nan, 0.067641, 77, 0
Simple Parallel execution, 3.141593, 0.073152, 78, 0
Simple Parallel execution, 3.141593, 0.063798, 79, 0
Simple Parallel execution, 3.141593, 0.058593, 80, 0
Simple Parallel execution, 3.141593, 0.058038, 81, 0
Simple Parallel execution, 3.141593, 0.057309, 82, 0
Simple Parallel execution, 3.141593, 0.056457, 83, 0
Simple Parallel execution, 3.141593, 0.057282, 84, 0
Simple Parallel execution, 3.141593, 0.056008, 85, 0
Simple Parallel execution, 3.141593, 0.055806, 86, 0
Simple Parallel execution, 3.141593, 0.054934, 87, 0
Simple Parallel execution, 75305720089767083787469367940571623687954481799367629605141878739917131252274726094773784992134188859404275266189775116146000906615047754575720543114624328272154151336467478682672266266376888386289849557783645203474003039238999232784848316792832.000000, 0.054106, 88, 0
Simple Parallel execution, 47162759112768921631265740761345872629682729837017611673233354413433141916807779094133299249067145836815931915745554934277576380031966875266467241795056958275669257919397888.000000, 0.053471, 89, 0
Simple Parallel execution, 3.141593, 0.053118, 90, 0
Simple Parallel execution, 3.141593, 0.052447, 91, 0
Simple Parallel execution, 3.141593, 0.052205, 92, 0
Simple Parallel execution, 3.141593, 0.051718, 93, 0
Simple Parallel execution, 3.141593, 0.051172, 94, 0
Simple Parallel execution, 3.141593, 0.050921, 95, 0
Simple Parallel execution, 3.141593, 0.050563, 96, 0
Simple Parallel execution, 3.141593, 0.050152, 97, 0
Simple Parallel execution, 3.141593, 0.050069, 98, 0
Simple Parallel execution, 3.141593, 0.049848, 99, 0
Simple Parallel execution, -nan, 0.054402, 100, 0
Simple Parallel execution, 3.141593, 0.051681, 101, 0
Simple Parallel execution, 3.141593, 0.058216, 102, 0
Simple Parallel execution, 3.141593, 0.052335, 103, 0
Simple Parallel execution, 3.141593, 0.051725, 104, 0
Simple Parallel execution, 3.141593, 0.051049, 105, 0
Simple Parallel execution, 3.141593, 0.050895, 106, 0
Simple Parallel execution, 3.141593, 0.050638, 107, 0
Simple Parallel execution, 3.141593, 0.050130, 108, 0
Simple Parallel execution, 3.141593, 0.049696, 109, 0
Simple Parallel execution, 3.141593, 0.054995, 110, 0
Simple Parallel execution, -nan, 0.048992, 111, 0
Simple Parallel execution, 3.141593, 0.054213, 112, 0
Simple Parallel execution, 3.141593, 0.048308, 113, 0
Simple Parallel execution, 3.141593, 0.053602, 114, 0
Simple Parallel execution, 3.141593, 0.047422, 115, 0
Simple Parallel execution, 3.141593, 0.047279, 116, 0
Simple Parallel execution, 3.141593, 0.047158, 117, 0
Simple Parallel execution, 3.141593, 0.050638, 118, 0
Simple Parallel execution, 3.141593, 0.046666, 119, 0
Simple Parallel execution, 3.141593, 0.051666, 120, 0
Simple Parallel execution, 3.141593, 0.045559, 121, 0
Simple Parallel execution, 3.141593, 0.044957, 122, 0
Simple Parallel execution, 3.141593, 0.044590, 123, 0
Simple Parallel execution, 3.141593, 0.044157, 124, 0
Simple Parallel execution, 3.141593, 0.066106, 125, 0
Simple Parallel execution, 3.141593, 0.083674, 126, 0
Simple Parallel execution, 3.141593, 0.090174, 127, 0
Simple Parallel execution, 3.141593, 0.126650, 128, 0
Padded Parallel Execution, 3.141593, 0.352198, 1, 0
Padded Parallel Execution, 3.141593, 0.176061, 2, 0
Padded Parallel Execution, 3.141593, 0.116694, 3, 0
Padded Parallel Execution, 3.141593, 0.087799, 4, 0
Padded Parallel Execution, 3.141593, 0.070381, 5, 0
Padded Parallel Execution, 3.141593, 0.059515, 6, 0
Padded Parallel Execution, 3.141593, 0.050967, 7, 0
Padded Parallel Execution, 3.141593, 0.045165, 8, 0
Padded Parallel Execution, 3.141593, 0.039810, 9, 0
Padded Parallel Execution, 3.141593, 0.035560, 10, 0
Padded Parallel Execution, 3.141593, 0.032204, 11, 0
Padded Parallel Execution, 3.141593, 0.029470, 12, 0
Padded Parallel Execution, 3.141593, 0.027541, 13, 0
Padded Parallel Execution, 3.141593, 0.025421, 14, 0
Padded Parallel Execution, 3.141593, 0.024177, 15, 0
Padded Parallel Execution, 3.141593, 0.022422, 16, 0
Padded Parallel Execution, 3.141593, 0.021060, 17, 0
Padded Parallel Execution, 3.141593, 0.019826, 18, 0
Padded Parallel Execution, 3.141593, 0.019089, 19, 0
Padded Parallel Execution, 3.141593, 0.018103, 20, 0
Padded Parallel Execution, 3.141593, 0.017661, 21, 0
Padded Parallel Execution, 3.141593, 0.016569, 22, 0
Padded Parallel Execution, 3.141593, 0.016194, 23, 0
Padded Parallel Execution, 3.141593, 0.015426, 24, 0
Padded Parallel Execution, 3.141593, 0.014924, 25, 0
Padded Parallel Execution, 3.141593, 0.014225, 26, 0
Padded Parallel Execution, 3.141593, 0.013760, 27, 0
Padded Parallel Execution, 3.141593, 0.013566, 28, 0
Padded Parallel Execution, 3.141593, 0.013455, 29, 0
Padded Parallel Execution, 3.141593, 0.013397, 30, 0
Padded Parallel Execution, 3.141593, 0.012847, 31, 0
Padded Parallel Execution, 3.141593, 0.011732, 32, 0
Padded Parallel Execution, 3.141593, 0.012076, 33, 0
Padded Parallel Execution, 3.141593, 0.011038, 34, 0
Padded Parallel Execution, 3.141593, 0.010833, 35, 0
Padded Parallel Execution, 3.141593, 0.010549, 36, 0
Padded Parallel Execution, 3.141593, 0.010506, 37, 0
Padded Parallel Execution, 3.141593, 0.009611, 38, 0
Padded Parallel Execution, 3.141593, 0.009463, 39, 0
Padded Parallel Execution, 3.141593, 0.009486, 40, 0
Padded Parallel Execution, 3.141593, 0.009229, 41, 0
Padded Parallel Execution, 3.141593, 0.008675, 42, 0
Padded Parallel Execution, 3.141593, 0.008688, 43, 0
Padded Parallel Execution, 3.141593, 0.008649, 44, 0
Padded Parallel Execution, 3.141593, 0.008708, 45, 0
Padded Parallel Execution, 3.141593, 0.009408, 46, 0
Padded Parallel Execution, 3.141593, 0.007911, 47, 0
Padded Parallel Execution, 3.141593, 0.007727, 48, 0
Padded Parallel Execution, 3.141593, 0.007780, 49, 0
Padded Parallel Execution, 3.141593, 0.007646, 50, 0
Padded Parallel Execution, 3.141593, 0.007295, 51, 0
Padded Parallel Execution, 3.141593, 0.008462, 52, 0
Padded Parallel Execution, 3.141593, 0.007536, 53, 0
Padded Parallel Execution, 3.141593, 0.007948, 54, 0
Padded Parallel Execution, 3.141593, 0.007299, 55, 0
Padded Parallel Execution, 3.141593, 0.007141, 56, 0
Padded Parallel Execution, 3.141593, 0.007052, 57, 0
Padded Parallel Execution, 3.141593, 0.006904, 58, 0
Padded Parallel Execution, 3.141593, 0.006783, 59, 0
Padded Parallel Execution, 3.141593, 0.006853, 60, 0
Padded Parallel Execution, 3.141593, 0.007057, 61, 0
Padded Parallel Execution, 3.141593, 0.006911, 62, 0
Padded Parallel Execution, 3.141593, 0.006951, 63, 0
Padded Parallel Execution, 3.141593, 0.007067, 64, 0
Padded Parallel Execution, 3.141593, 0.006968, 65, 0
Padded Parallel Execution, 3.141593, 0.006847, 66, 0
Padded Parallel Execution, 3.141593, 0.006047, 67, 0
Padded Parallel Execution, 3.141593, 0.007125, 68, 0
Padded Parallel Execution, 3.141593, 0.005897, 69, 0
Padded Parallel Execution, 3.141593, 0.007728, 70, 0
Padded Parallel Execution, 3.141593, 0.005918, 71, 0
Padded Parallel Execution, 3.141593, 0.006218, 72, 0
Padded Parallel Execution, 3.141593, 0.005774, 73, 0
Padded Parallel Execution, 3.141593, 0.005906, 74, 0
Padded Parallel Execution, 3.141593, 0.005657, 75, 0
Padded Parallel Execution, 3.141593, 0.006030, 76, 0
Padded Parallel Execution, 3.141593, 0.006340, 77, 0
Padded Parallel Execution, 3.141593, 0.005501, 78, 0
Padded Parallel Execution, 3.141593, 0.005789, 79, 0
Padded Parallel Execution, 3.141593, 0.005438, 80, 0
Padded Parallel Execution, 3.141593, 0.006189, 81, 0
Padded Parallel Execution, 3.141593, 0.005734, 82, 0
Padded Parallel Execution, 3.141593, 0.006093, 83, 0
Padded Parallel Execution, 3.141593, 0.006635, 84, 0
Padded Parallel Execution, 3.141593, 0.006920, 85, 0
Padded Parallel Execution, 3.141593, 0.005483, 86, 0
Padded Parallel Execution, 3.141593, 0.006031, 87, 0
Padded Parallel Execution, 3.141593, 0.005296, 88, 0
Padded Parallel Execution, 3.141593, 0.005482, 89, 0
Padded Parallel Execution, 3.141593, 0.005099, 90, 0
Padded Parallel Execution, 3.141593, 0.005113, 91, 0
Padded Parallel Execution, 3.141593, 0.005076, 92, 0
Padded Parallel Execution, 3.141593, 0.004879, 93, 0
Padded Parallel Execution, 3.141593, 0.004914, 94, 0
Padded Parallel Execution, 3.141593, 0.005083, 95, 0
Padded Parallel Execution, 3.141593, 0.004838, 96, 0
Padded Parallel Execution, 3.141593, 0.004994, 97, 0
Padded Parallel Execution, 3.141593, 0.004730, 98, 0
Padded Parallel Execution, 3.141593, 0.004673, 99, 0
Padded Parallel Execution, 3.141593, 0.004660, 100, 0
Padded Parallel Execution, 3.141593, 0.004585, 101, 0
Padded Parallel Execution, 3.141593, 0.004497, 102, 0
Padded Parallel Execution, 3.141593, 0.004538, 103, 0
Padded Parallel Execution, 3.141593, 0.004376, 104, 0
Padded Parallel Execution, 3.141593, 0.004964, 105, 0
Padded Parallel Execution, 3.141593, 0.004277, 106, 0
Padded Parallel Execution, 3.141593, 0.004519, 107, 0
Padded Parallel Execution, 3.141593, 0.004367, 108, 0
Padded Parallel Execution, 3.141593, 0.004600, 109, 0
Padded Parallel Execution, 3.141593, 0.004284, 110, 0
Padded Parallel Execution, -nan, 0.004098, 111, 0
Padded Parallel Execution, 3.141593, 0.004464, 112, 0
Padded Parallel Execution, 3.141593, 0.004108, 113, 0
Padded Parallel Execution, 3.141593, 0.004625, 114, 0
Padded Parallel Execution, 3.141593, 0.003949, 115, 0
Padded Parallel Execution, 3.141593, 0.004822, 116, 0
Padded Parallel Execution, 3.141593, 0.004234, 117, 0
Padded Parallel Execution, 3.141593, 0.004073, 118, 0
Padded Parallel Execution, 3.141593, 0.003999, 119, 0
Padded Parallel Execution, 3.141593, 0.003818, 120, 0
Padded Parallel Execution, 3.141593, 0.004473, 121, 0
Padded Parallel Execution, 3.141593, 0.003731, 122, 0
Padded Parallel Execution, 3.141593, 0.004150, 123, 0
Padded Parallel Execution, 3.141593, 0.003956, 124, 0
Padded Parallel Execution, 3.141593, 0.003743, 125, 0
Padded Parallel Execution, 3.141593, 0.020415, 126, 0
Padded Parallel Execution, 3.141593, 0.020137, 127, 0
Padded Parallel Execution, 3.166136, 0.020347, 128, 0
Critical Parallel Execution, 3.141593, 0.351014, 1, 0
Critical Parallel Execution, 3.141593, 0.345462, 2, 0
Critical Parallel Execution, 3.141593, 0.345026, 3, 0
Critical Parallel Execution, 3.141593, 0.345473, 4, 0
Critical Parallel Execution, 3.141593, 0.347626, 5, 0
Critical Parallel Execution, 3.141593, 0.344801, 6, 0
Critical Parallel Execution, 3.141593, 0.344970, 7, 0
Critical Parallel Execution, 3.141593, 0.347509, 8, 0
Critical Parallel Execution, 3.141593, 0.346796, 9, 0
Critical Parallel Execution, 3.141593, 0.345720, 10, 0
Critical Parallel Execution, 3.141593, 0.345531, 11, 0
Critical Parallel Execution, 3.141593, 0.344889, 12, 0
Critical Parallel Execution, 3.141593, 0.344975, 13, 0
Critical Parallel Execution, 3.141593, 0.345469, 14, 0
Critical Parallel Execution, 3.141593, 0.344902, 15, 0
Critical Parallel Execution, 3.141593, 0.349568, 16, 0
Critical Parallel Execution, 3.141593, 0.347918, 17, 0
Critical Parallel Execution, 3.141593, 0.345787, 18, 0
Critical Parallel Execution, 3.141593, 0.344804, 19, 0
Critical Parallel Execution, 3.141593, 0.345353, 20, 0
Critical Parallel Execution, 3.141593, 0.345821, 21, 0
Critical Parallel Execution, 3.141593, 0.345846, 22, 0
Critical Parallel Execution, 3.141593, 0.345241, 23, 0
Critical Parallel Execution, 3.141593, 0.345888, 24, 0
Critical Parallel Execution, 3.141593, 0.345578, 25, 0
Critical Parallel Execution, 3.141593, 0.345359, 26, 0
Critical Parallel Execution, 3.141593, 0.345131, 27, 0
Critical Parallel Execution, 3.141593, 0.345731, 28, 0
Critical Parallel Execution, 3.141593, 0.345622, 29, 0
Critical Parallel Execution, 3.141593, 0.345524, 30, 0
Critical Parallel Execution, 3.141593, 0.345234, 31, 0
Critical Parallel Execution, 3.141593, 0.345848, 32, 0
Critical Parallel Execution, 3.141593, 0.345526, 33, 0
Critical Parallel Execution, 3.141593, 0.345147, 34, 0
Critical Parallel Execution, 3.141593, 0.345453, 35, 0
Critical Parallel Execution, 3.141593, 0.345371, 36, 0
Critical Parallel Execution, 3.141593, 0.345633, 37, 0
Critical Parallel Execution, 3.141593, 0.345153, 38, 0
Critical Parallel Execution, 3.141593, 0.345528, 39, 0
Critical Parallel Execution, 3.141593, 0.345429, 40, 0
Critical Parallel Execution, 3.141593, 0.345733, 41, 0
Critical Parallel Execution, 3.141593, 0.345713, 42, 0
Critical Parallel Execution, 3.141593, 0.345394, 43, 0
Critical Parallel Execution, 3.141593, 0.345748, 44, 0
Critical Parallel Execution, 3.141593, 0.345678, 45, 0
Critical Parallel Execution, 3.141593, 0.345834, 46, 0
Critical Parallel Execution, 3.141593, 0.345809, 47, 0
Critical Parallel Execution, 3.141593, 0.345502, 48, 0
Critical Parallel Execution, 3.141593, 0.345342, 49, 0
Critical Parallel Execution, 3.141593, 0.345526, 50, 0
Critical Parallel Execution, 3.141593, 0.345425, 51, 0
Critical Parallel Execution, 3.141593, 0.345849, 52, 0
Critical Parallel Execution, 3.141593, 0.345295, 53, 0
Critical Parallel Execution, 3.141593, 0.345575, 54, 0
Critical Parallel Execution, 3.141593, 0.345711, 55, 0
Critical Parallel Execution, 3.141593, 0.345485, 56, 0
Critical Parallel Execution, 3.141593, 0.345401, 57, 0
Critical Parallel Execution, 3.141593, 0.345688, 58, 0
Critical Parallel Execution, 3.141593, 0.346099, 59, 0
Critical Parallel Execution, 3.141593, 0.345534, 60, 0
Critical Parallel Execution, 3.141593, 0.345389, 61, 0
Critical Parallel Execution, 3.141593, 0.345792, 62, 0
Critical Parallel Execution, 3.141593, 0.345668, 63, 0
Critical Parallel Execution, 3.141593, 0.345988, 64, 0
Critical Parallel Execution, 3.141593, 0.346637, 65, 0
Critical Parallel Execution, 3.141593, 0.345585, 66, 0
Critical Parallel Execution, 3.141593, 0.345792, 67, 0
Critical Parallel Execution, 3.141593, 0.346905, 68, 0
Critical Parallel Execution, 3.141593, 0.345352, 69, 0
Critical Parallel Execution, 3.141593, 0.345845, 70, 0
Critical Parallel Execution, 3.141593, 0.346383, 71, 0
Critical Parallel Execution, 3.141593, 0.345576, 72, 0
Critical Parallel Execution, 3.141593, 0.345567, 73, 0
Critical Parallel Execution, 3.141593, 0.346452, 74, 0
Critical Parallel Execution, 3.141593, 0.347587, 75, 0
Critical Parallel Execution, 3.141593, 0.348796, 76, 0
Critical Parallel Execution, 3.141593, 0.349013, 77, 0
Critical Parallel Execution, 3.141593, 0.345580, 78, 0
Critical Parallel Execution, 3.141593, 0.353174, 79, 0
Critical Parallel Execution, 3.141593, 0.357011, 80, 0
Critical Parallel Execution, 3.141593, 0.357273, 81, 0
Critical Parallel Execution, 3.141593, 0.357422, 82, 0
Critical Parallel Execution, 3.141593, 0.357643, 83, 0
Critical Parallel Execution, 3.141593, 0.359247, 84, 0
Critical Parallel Execution, 3.141593, 0.360098, 85, 0
Critical Parallel Execution, 3.141593, 0.361307, 86, 0
Critical Parallel Execution, 3.141593, 0.361835, 87, 0
Critical Parallel Execution, 3.141593, 0.362676, 88, 0
Critical Parallel Execution, 3.141593, 0.362840, 89, 0
Critical Parallel Execution, 3.141593, 0.369677, 90, 0
Critical Parallel Execution, 3.141593, 0.374507, 91, 0
Critical Parallel Execution, 3.141593, 0.364437, 92, 0
Critical Parallel Execution, 3.141593, 0.363707, 93, 0
Critical Parallel Execution, 3.141593, 0.368240, 94, 0
Critical Parallel Execution, 3.141593, 0.370650, 95, 0
Critical Parallel Execution, 3.141593, 0.376833, 96, 0
Critical Parallel Execution, 3.141593, 0.375648, 97, 0
Critical Parallel Execution, 3.141593, 0.378304, 98, 0
Critical Parallel Execution, 3.141593, 0.379261, 99, 0
Critical Parallel Execution, 3.141593, 0.379110, 100, 0
Critical Parallel Execution, 3.141593, 0.379222, 101, 0
Critical Parallel Execution, 3.141593, 0.384068, 102, 0
Critical Parallel Execution, 3.141593, 0.384441, 103, 0
Critical Parallel Execution, 3.141593, 0.386335, 104, 0
Critical Parallel Execution, 3.141593, 0.386412, 105, 0
Critical Parallel Execution, 3.141593, 0.388456, 106, 0
Critical Parallel Execution, 3.141593, 0.388326, 107, 0
Critical Parallel Execution, 3.141593, 0.389870, 108, 0
Critical Parallel Execution, 3.141593, 0.392352, 109, 0
Critical Parallel Execution, 3.141593, 0.391742, 110, 0
Critical Parallel Execution, 3.141593, 0.392328, 111, 0
Critical Parallel Execution, 3.141593, 0.394483, 112, 0
Critical Parallel Execution, 3.141593, 0.394422, 113, 0
Critical Parallel Execution, 3.141593, 0.400768, 114, 0
Critical Parallel Execution, 3.141593, 0.394856, 115, 0
Critical Parallel Execution, 3.141593, 0.395027, 116, 0
Critical Parallel Execution, 3.141593, 0.396882, 117, 0
Critical Parallel Execution, 3.141593, 0.397245, 118, 0
Critical Parallel Execution, 3.141593, 0.396981, 119, 0
Critical Parallel Execution, 3.141593, 0.396839, 120, 0
Critical Parallel Execution, 3.141593, 0.397341, 121, 0
Critical Parallel Execution, 3.141593, 0.397213, 122, 0
Critical Parallel Execution, 3.141593, 0.397396, 123, 0
Critical Parallel Execution, 3.141593, 0.397259, 124, 0
Critical Parallel Execution, 3.141593, 0.397358, 125, 0
Critical Parallel Execution, 3.141593, 0.397349, 126, 0
Critical Parallel Execution, 3.141593, 0.398019, 127, 0
Critical Parallel Execution, 3.141593, 0.401630, 128, 0
FOR parallel Execution, 0.000000, 0.354110, 1, 0
FOR parallel Execution, 0.000000, 0.174102, 2, 0
FOR parallel Execution, 0.000000, 0.115636, 3, 0
FOR parallel Execution, 0.000000, 0.086874, 4, 0
FOR parallel Execution, 0.000000, 0.069800, 5, 0
FOR parallel Execution, 0.000000, 0.057948, 6, 0
FOR parallel Execution, 0.000000, 0.049697, 7, 0
FOR parallel Execution, 0.000000, 0.044042, 8, 0
FOR parallel Execution, 0.000000, 0.039450, 9, 0
FOR parallel Execution, 0.000000, 0.035717, 10, 0
FOR parallel Execution, 0.000000, 0.032206, 11, 0
FOR parallel Execution, 0.000000, 0.029081, 12, 0
FOR parallel Execution, 0.000000, 0.026820, 13, 0
FOR parallel Execution, 0.000000, 0.025005, 14, 0
FOR parallel Execution, 0.000000, 0.023373, 15, 0
FOR parallel Execution, 0.000000, 0.022316, 16, 0
FOR parallel Execution, 0.000000, 0.020809, 17, 0
FOR parallel Execution, 0.000000, 0.019780, 18, 0
FOR parallel Execution, 0.000000, 0.018881, 19, 0
FOR parallel Execution, 0.000000, 0.017536, 20, 0
FOR parallel Execution, 0.000000, 0.017207, 21, 0
FOR parallel Execution, 0.000000, 0.015825, 22, 0
FOR parallel Execution, 0.000000, 0.015495, 23, 0
FOR parallel Execution, 0.000000, 0.015162, 24, 0
FOR parallel Execution, 0.000000, 0.014441, 25, 0
FOR parallel Execution, 0.000000, 0.013713, 26, 0
FOR parallel Execution, 0.000000, 0.013328, 27, 0
FOR parallel Execution, 0.000000, 0.013061, 28, 0
FOR parallel Execution, 0.000000, 0.012304, 29, 0
FOR parallel Execution, 0.000000, 0.012222, 30, 0
FOR parallel Execution, 0.000000, 0.011315, 31, 0
FOR parallel Execution, 0.000000, 0.011256, 32, 0
FOR parallel Execution, 0.000000, 0.011227, 33, 0
FOR parallel Execution, 0.000000, 0.010765, 34, 0
FOR parallel Execution, 0.000000, 0.010642, 35, 0
FOR parallel Execution, 0.000000, 0.010001, 36, 0
FOR parallel Execution, 0.000000, 0.009742, 37, 0
FOR parallel Execution, 0.000000, 0.009609, 38, 0
FOR parallel Execution, 0.000000, 0.009624, 39, 0
FOR parallel Execution, 0.000000, 0.009286, 40, 0
FOR parallel Execution, 0.000000, 0.009417, 41, 0
FOR parallel Execution, 0.000000, 0.008786, 42, 0
FOR parallel Execution, 0.000000, 0.008697, 43, 0
FOR parallel Execution, 0.000000, 0.008167, 44, 0
FOR parallel Execution, 0.000000, 0.007991, 45, 0
FOR parallel Execution, 0.000000, 0.008245, 46, 0
FOR parallel Execution, 0.000000, 0.007932, 47, 0
FOR parallel Execution, 0.000000, 0.007819, 48, 0
FOR parallel Execution, 0.000000, 0.007801, 49, 0
FOR parallel Execution, 0.000000, 0.007242, 50, 0
FOR parallel Execution, 0.000000, 0.007511, 51, 0
FOR parallel Execution, 0.000000, 0.007137, 52, 0
FOR parallel Execution, 0.000000, 0.006894, 53, 0
FOR parallel Execution, 0.000000, 0.006845, 54, 0
FOR parallel Execution, 0.000000, 0.006811, 55, 0
FOR parallel Execution, 0.000000, 0.006792, 56, 0
FOR parallel Execution, 0.000000, 0.006893, 57, 0
FOR parallel Execution, 0.000000, 0.006727, 58, 0
FOR parallel Execution, 0.000000, 0.006255, 59, 0
FOR parallel Execution, 0.000000, 0.006532, 60, 0
FOR parallel Execution, 0.000000, 0.006250, 61, 0
FOR parallel Execution, 0.000000, 0.005944, 62, 0
FOR parallel Execution, 0.000000, 0.005898, 63, 0
FOR parallel Execution, 0.000000, 0.005871, 64, 0
FOR parallel Execution, 0.000000, 0.005448, 65, 0
FOR parallel Execution, 0.000000, 0.005549, 66, 0
FOR parallel Execution, 0.000000, 0.005820, 67, 0
FOR parallel Execution, 0.000000, 0.005739, 68, 0
FOR parallel Execution, 0.000000, 0.005242, 69, 0
FOR parallel Execution, 0.000000, 0.005806, 70, 0
FOR parallel Execution, 0.000000, 0.005245, 71, 0
FOR parallel Execution, 0.000000, 0.005587, 72, 0
FOR parallel Execution, 0.000000, 0.005131, 73, 0
FOR parallel Execution, 0.000000, 0.004862, 74, 0
FOR parallel Execution, 0.000000, 0.004973, 75, 0
FOR parallel Execution, 0.000000, 0.004855, 76, 0
FOR parallel Execution, 0.000000, 0.004967, 77, 0
FOR parallel Execution, 0.000000, 0.005197, 78, 0
FOR parallel Execution, 0.000000, 0.004804, 79, 0
FOR parallel Execution, 0.000000, 0.004912, 80, 0
FOR parallel Execution, 0.000000, 0.004849, 81, 0
FOR parallel Execution, 0.000000, 0.005213, 82, 0
FOR parallel Execution, 0.000000, 0.004804, 83, 0
FOR parallel Execution, 0.000000, 0.004838, 84, 0
FOR parallel Execution, 0.000000, 0.004798, 85, 0
FOR parallel Execution, 0.000000, 0.004472, 86, 0
FOR parallel Execution, 0.000000, 0.004591, 87, 0
FOR parallel Execution, 0.000000, 0.004401, 88, 0
FOR parallel Execution, 0.000000, 0.004964, 89, 0
FOR parallel Execution, 0.000000, 0.004620, 90, 0
FOR parallel Execution, 0.000000, 0.004851, 91, 0
FOR parallel Execution, 0.000000, 0.004273, 92, 0
FOR parallel Execution, 0.000000, 0.004645, 93, 0
FOR parallel Execution, 0.000000, 0.004276, 94, 0
FOR parallel Execution, 0.000000, 0.004748, 95, 0
FOR parallel Execution, 0.000000, 0.004416, 96, 0
FOR parallel Execution, 0.000000, 0.004345, 97, 0
FOR parallel Execution, 0.000000, 0.004760, 98, 0
FOR parallel Execution, 0.000000, 0.004204, 99, 0
